ts_code,trade_date,adj_factor
600031.SH,20260529,53.6406
600031.SH,20260528,53.6406
600031.SH,20260527,53.6406
600031.SH,20260526,53.6406
600031.SH,20260525,53.6406
600031.SH,20260522,53.6406
600031.SH,20260521,53.6406
600031.SH,20260520,53.6406
600031.SH,20260519,53.6406
600031.SH,20260518,53.6406
600031.SH,20260515,53.6406
600031.SH,20260514,53.6406
600031.SH,20260513,53.6406
600031.SH,20260512,53.6406
600031.SH,20260511,53.6406
600031.SH,20260508,53.6406
600031.SH,20260507,53.6406
600031.SH,20260506,53.6406
600031.SH,20260430,53.6406
600031.SH,20260429,53.6406
600031.SH,20260428,53.6406
600031.SH,20260427,53.6406
600031.SH,20260424,53.6406
600031.SH,20260423,53.6406
600031.SH,20260422,53.6406
600031.SH,20260421,53.6406
600031.SH,20260420,53.6406
600031.SH,20260417,53.6406
600031.SH,20260416,53.6406
600031.SH,20260415,53.6406
600031.SH,20260414,53.6406
600031.SH,20260413,53.6406
600031.SH,20260410,53.6406
600031.SH,20260409,53.6406
600031.SH,20260408,53.6406
600031.SH,20260407,53.6406
600031.SH,20260403,53.6406
600031.SH,20260402,53.6406
600031.SH,20260401,53.6406
600031.SH,20260331,53.6406
600031.SH,20260330,53.6406
600031.SH,20260327,53.6406
600031.SH,20260326,53.6406
600031.SH,20260325,53.6406
600031.SH,20260324,53.6406
600031.SH,20260323,53.6406
600031.SH,20260320,53.6406
600031.SH,20260319,53.6406
600031.SH,20260318,53.6406
600031.SH,20260317,53.6406
600031.SH,20260316,53.6406
600031.SH,20260313,53.6406
600031.SH,20260312,53.6406
600031.SH,20260311,53.6406
600031.SH,20260310,53.6406
600031.SH,20260309,53.6406
600031.SH,20260306,53.6406
600031.SH,20260305,53.6406
600031.SH,20260304,53.6406
600031.SH,20260303,53.6406
600031.SH,20260302,53.6406
600031.SH,20260227,53.6406
600031.SH,20260226,53.6406
600031.SH,20260225,53.6406
600031.SH,20260224,53.6406
600031.SH,20260213,53.6406
600031.SH,20260212,53.6406
600031.SH,20260211,53.6406
600031.SH,20260210,53.6406
600031.SH,20260209,53.6406
600031.SH,20260206,53.6406
600031.SH,20260205,53.6406
600031.SH,20260204,53.6406
600031.SH,20260203,53.6406
600031.SH,20260202,53.6406
600031.SH,20260130,53.6406
600031.SH,20260129,53.6406
600031.SH,20260128,53.6406
600031.SH,20260127,53.6406
600031.SH,20260126,53.6406
600031.SH,20260123,53.6406
600031.SH,20260122,53.6406
600031.SH,20260121,53.6406
600031.SH,20260120,53.6406
600031.SH,20260119,53.6406
600031.SH,20260116,53.6406
600031.SH,20260115,53.6406
600031.SH,20260114,53.6406
600031.SH,20260113,53.6406
600031.SH,20260112,53.6406
600031.SH,20260109,53.6406
600031.SH,20260108,53.6406
600031.SH,20260107,53.6406
600031.SH,20260106,53.6406
600031.SH,20260105,53.6406
600031.SH,20251231,53.6406
600031.SH,20251230,53.6406
600031.SH,20251229,53.6406
600031.SH,20251226,53.6406
600031.SH,20251225,53.6406
600031.SH,20251224,53.6406
600031.SH,20251223,53.6406
600031.SH,20251222,53.6406
600031.SH,20251219,53.6406
600031.SH,20251218,53.6406
600031.SH,20251217,53.6406
600031.SH,20251216,53.6406
600031.SH,20251215,53.6406
600031.SH,20251212,53.6406
600031.SH,20251211,53.6406
600031.SH,20251210,53.6406
600031.SH,20251209,53.6406
600031.SH,20251208,53.6406
600031.SH,20251205,53.6406
600031.SH,20251204,53.6406
600031.SH,20251203,53.6406
600031.SH,20251202,53.6406
600031.SH,20251201,53.6406
600031.SH,20251128,53.6406
600031.SH,20251127,53.6406
600031.SH,20251126,53.6406
600031.SH,20251125,53.6406
600031.SH,20251124,53.6406
600031.SH,20251121,53.6406
600031.SH,20251120,53.6406
600031.SH,20251119,53.6406
600031.SH,20251118,53.6406
600031.SH,20251117,53.6406
600031.SH,20251114,53.6406
600031.SH,20251113,53.6406
600031.SH,20251112,53.6406
600031.SH,20251111,53.6406
600031.SH,20251110,53.6406
600031.SH,20251107,53.6406
600031.SH,20251106,53.6406
600031.SH,20251105,53.6406
