ts_code,trade_date,adj_factor
600030.SH,20260529,6.6369
600030.SH,20260528,6.6369
600030.SH,20260527,6.6369
600030.SH,20260526,6.6369
600030.SH,20260525,6.6369
600030.SH,20260522,6.6369
600030.SH,20260521,6.6369
600030.SH,20260520,6.6369
600030.SH,20260519,6.6369
600030.SH,20260518,6.6369
600030.SH,20260515,6.6369
600030.SH,20260514,6.6369
600030.SH,20260513,6.6369
600030.SH,20260512,6.6369
600030.SH,20260511,6.6369
600030.SH,20260508,6.6369
600030.SH,20260507,6.6369
600030.SH,20260506,6.6369
600030.SH,20260430,6.6369
600030.SH,20260429,6.6369
600030.SH,20260428,6.6369
600030.SH,20260427,6.6369
600030.SH,20260424,6.6369
600030.SH,20260423,6.6369
600030.SH,20260422,6.6369
600030.SH,20260421,6.6369
600030.SH,20260420,6.6369
600030.SH,20260417,6.6369
600030.SH,20260416,6.6369
600030.SH,20260415,6.6369
600030.SH,20260414,6.6369
600030.SH,20260413,6.6369
600030.SH,20260410,6.6369
600030.SH,20260409,6.6369
600030.SH,20260408,6.6369
600030.SH,20260407,6.6369
600030.SH,20260403,6.6369
600030.SH,20260402,6.6369
600030.SH,20260401,6.6369
600030.SH,20260331,6.6369
600030.SH,20260330,6.6369
600030.SH,20260327,6.6369
600030.SH,20260326,6.6369
600030.SH,20260325,6.6369
600030.SH,20260324,6.6369
600030.SH,20260323,6.6369
600030.SH,20260320,6.6369
600030.SH,20260319,6.6369
600030.SH,20260318,6.6369
600030.SH,20260317,6.6369
600030.SH,20260316,6.6369
600030.SH,20260313,6.6369
600030.SH,20260312,6.6369
600030.SH,20260311,6.6369
600030.SH,20260310,6.6369
600030.SH,20260309,6.6369
600030.SH,20260306,6.6369
600030.SH,20260305,6.6369
600030.SH,20260304,6.6369
600030.SH,20260303,6.6369
600030.SH,20260302,6.6369
600030.SH,20260227,6.6369
600030.SH,20260226,6.6369
600030.SH,20260225,6.6369
600030.SH,20260224,6.6369
600030.SH,20260213,6.6369
600030.SH,20260212,6.6369
600030.SH,20260211,6.6369
600030.SH,20260210,6.6369
600030.SH,20260209,6.6369
600030.SH,20260206,6.5686
600030.SH,20260205,6.5686
