ts_code,trade_date,adj_factor
601088.SH,20260529,2.685
601088.SH,20260528,2.685
601088.SH,20260527,2.685
601088.SH,20260526,2.685
601088.SH,20260525,2.685
601088.SH,20260522,2.685
601088.SH,20260521,2.685
601088.SH,20260520,2.685
601088.SH,20260519,2.685
601088.SH,20260518,2.685
601088.SH,20260515,2.685
601088.SH,20260514,2.685
601088.SH,20260513,2.685
601088.SH,20260512,2.685
601088.SH,20260511,2.685
601088.SH,20260508,2.685
601088.SH,20260507,2.685
601088.SH,20260506,2.685
601088.SH,20260430,2.685
601088.SH,20260429,2.685
601088.SH,20260428,2.685
601088.SH,20260427,2.685
601088.SH,20260424,2.685
601088.SH,20260423,2.685
601088.SH,20260422,2.685
601088.SH,20260421,2.685
601088.SH,20260420,2.685
601088.SH,20260417,2.685
601088.SH,20260416,2.685
601088.SH,20260415,2.685
601088.SH,20260414,2.685
601088.SH,20260413,2.685
601088.SH,20260410,2.685
601088.SH,20260409,2.685
601088.SH,20260408,2.685
601088.SH,20260407,2.685
601088.SH,20260403,2.685
601088.SH,20260402,2.685
601088.SH,20260401,2.685
601088.SH,20260331,2.685
601088.SH,20260330,2.685
601088.SH,20260327,2.685
601088.SH,20260326,2.685
601088.SH,20260325,2.685
601088.SH,20260324,2.685
601088.SH,20260323,2.685
601088.SH,20260320,2.685
601088.SH,20260319,2.685
601088.SH,20260318,2.685
601088.SH,20260317,2.685
601088.SH,20260316,2.685
601088.SH,20260313,2.685
601088.SH,20260312,2.685
601088.SH,20260311,2.685
601088.SH,20260310,2.685
601088.SH,20260309,2.685
601088.SH,20260306,2.685
601088.SH,20260305,2.685
601088.SH,20260304,2.685
601088.SH,20260303,2.685
601088.SH,20260302,2.685
601088.SH,20260227,2.685
601088.SH,20260226,2.685
601088.SH,20260225,2.685
601088.SH,20260224,2.685
601088.SH,20260213,2.685
601088.SH,20260212,2.685
601088.SH,20260211,2.685
601088.SH,20260210,2.685
601088.SH,20260209,2.685
601088.SH,20260206,2.685
601088.SH,20260205,2.685
601088.SH,20260204,2.685
601088.SH,20260203,2.685
601088.SH,20260202,2.685
601088.SH,20260130,2.685
601088.SH,20260129,2.685
601088.SH,20260128,2.685
601088.SH,20260127,2.685
601088.SH,20260126,2.685
601088.SH,20260123,2.685
601088.SH,20260122,2.685
601088.SH,20260121,2.685
601088.SH,20260120,2.685
601088.SH,20260119,2.685
601088.SH,20260116,2.685
601088.SH,20260115,2.685
