ts_code,trade_date,adj_factor
600028.SH,20260529,4.5498
600028.SH,20260528,4.5498
600028.SH,20260527,4.5498
600028.SH,20260526,4.5498
600028.SH,20260525,4.5498
600028.SH,20260522,4.5498
600028.SH,20260521,4.5498
600028.SH,20260520,4.5498
600028.SH,20260519,4.5498
600028.SH,20260518,4.5498
600028.SH,20260515,4.5498
600028.SH,20260514,4.5498
600028.SH,20260513,4.5498
600028.SH,20260512,4.5498
600028.SH,20260511,4.5498
600028.SH,20260508,4.5498
600028.SH,20260507,4.5498
600028.SH,20260506,4.5498
600028.SH,20260430,4.5498
600028.SH,20260429,4.5498
600028.SH,20260428,4.5498
600028.SH,20260427,4.5498
600028.SH,20260424,4.5498
600028.SH,20260423,4.5498
600028.SH,20260422,4.5498
600028.SH,20260421,4.5498
600028.SH,20260420,4.5498
600028.SH,20260417,4.5498
600028.SH,20260416,4.5498
600028.SH,20260415,4.5498
600028.SH,20260414,4.5498
600028.SH,20260413,4.5498
600028.SH,20260410,4.5498
600028.SH,20260409,4.5498
600028.SH,20260408,4.5498
600028.SH,20260407,4.5498
600028.SH,20260403,4.5498
600028.SH,20260402,4.5498
600028.SH,20260401,4.5498
600028.SH,20260331,4.5498
600028.SH,20260330,4.5498
600028.SH,20260327,4.5498
600028.SH,20260326,4.5498
600028.SH,20260325,4.5498
600028.SH,20260324,4.5498
600028.SH,20260323,4.5498
600028.SH,20260320,4.5498
600028.SH,20260319,4.5498
600028.SH,20260318,4.5498
600028.SH,20260317,4.5498
600028.SH,20260316,4.5498
600028.SH,20260313,4.5498
600028.SH,20260312,4.5498
600028.SH,20260311,4.5498
600028.SH,20260310,4.5498
600028.SH,20260309,4.5498
600028.SH,20260306,4.5498
600028.SH,20260305,4.5498
600028.SH,20260304,4.5498
600028.SH,20260303,4.5498
600028.SH,20260302,4.5498
600028.SH,20260227,4.5498
600028.SH,20260226,4.5498
600028.SH,20260225,4.5498
600028.SH,20260224,4.5498
600028.SH,20260213,4.5498
600028.SH,20260212,4.5498
600028.SH,20260211,4.5498
600028.SH,20260210,4.5498
600028.SH,20260209,4.5498
600028.SH,20260206,4.5498
600028.SH,20260205,4.5498
600028.SH,20260204,4.5498
600028.SH,20260203,4.5498
600028.SH,20260202,4.5498
600028.SH,20260130,4.5498
600028.SH,20260129,4.5498
600028.SH,20260128,4.5498
600028.SH,20260127,4.5498
600028.SH,20260126,4.5498
600028.SH,20260123,4.5498
600028.SH,20260122,4.5498
600028.SH,20260121,4.5498
600028.SH,20260120,4.5498
600028.SH,20260119,4.5498
600028.SH,20260116,4.5498
600028.SH,20260115,4.5498
600028.SH,20260114,4.5498
600028.SH,20260113,4.5498
600028.SH,20260112,4.5498
600028.SH,20260109,4.5498
600028.SH,20260108,4.5498
600028.SH,20260107,4.5498
600028.SH,20260106,4.5498
600028.SH,20260105,4.5498
600028.SH,20251231,4.5498
600028.SH,20251230,4.5498
600028.SH,20251229,4.5498
600028.SH,20251226,4.5498
600028.SH,20251225,4.5498
600028.SH,20251224,4.5498
600028.SH,20251223,4.5498
600028.SH,20251222,4.5498
600028.SH,20251219,4.5498
600028.SH,20251218,4.5498
600028.SH,20251217,4.5498
600028.SH,20251216,4.5498
600028.SH,20251215,4.5498
600028.SH,20251212,4.5498
600028.SH,20251211,4.5498
600028.SH,20251210,4.5498
600028.SH,20251209,4.5498
600028.SH,20251208,4.5498
600028.SH,20251205,4.5498
600028.SH,20251204,4.5498
600028.SH,20251203,4.5498
600028.SH,20251202,4.5498
600028.SH,20251201,4.5498
600028.SH,20251128,4.5498
600028.SH,20251127,4.5498
600028.SH,20251126,4.5498
600028.SH,20251125,4.5498
600028.SH,20251124,4.5498
600028.SH,20251121,4.5498
600028.SH,20251120,4.5498
600028.SH,20251119,4.5498
600028.SH,20251118,4.5498
600028.SH,20251117,4.5498
600028.SH,20251114,4.5498
600028.SH,20251113,4.5498
600028.SH,20251112,4.5498
600028.SH,20251111,4.5498
600028.SH,20251110,4.5498
600028.SH,20251107,4.5498
600028.SH,20251106,4.5498
600028.SH,20251105,4.5498
600028.SH,20251104,4.5498
600028.SH,20251103,4.5498
600028.SH,20251031,4.5498
600028.SH,20251030,4.5498
600028.SH,20251029,4.5498
600028.SH,20251028,4.5498
600028.SH,20251027,4.5498
600028.SH,20251024,4.5498
600028.SH,20251023,4.5498
600028.SH,20251022,4.5498
600028.SH,20251021,4.5498
600028.SH,20251020,4.5498
600028.SH,20251017,4.5498
600028.SH,20251016,4.5498
600028.SH,20251015,4.5498
600028.SH,20251014,4.5498
600028.SH,20251013,4.5498
600028.SH,20251010,4.5498
600028.SH,20251009,4.5498
600028.SH,20250930,4.5498
600028.SH,20250929,4.5498
600028.SH,20250926,4.5498
600028.SH,20250925,4.5498
600028.SH,20250924,4.5498
600028.SH,20250923,4.5498
600028.SH,20250922,4.5498
600028.SH,20250919,4.5498
600028.SH,20250918,4.5498
600028.SH,20250917,4.5498
600028.SH,20250916,4.5498
600028.SH,20250915,4.5498
600028.SH,20250912,4.5498
600028.SH,20250911,4.4771
600028.SH,20250910,4.4771
600028.SH,20250909,4.4771
600028.SH,20250908,4.4771
600028.SH,20250905,4.4771
600028.SH,20250904,4.4771
600028.SH,20250903,4.4771
600028.SH,20250902,4.4771
600028.SH,20250901,4.4771
600028.SH,20250829,4.4771
600028.SH,20250828,4.4771
600028.SH,20250827,4.4771
600028.SH,20250826,4.4771
600028.SH,20250825,4.4771
600028.SH,20250822,4.4771
600028.SH,20250821,4.4771
600028.SH,20250820,4.4771
600028.SH,20250819,4.4771
600028.SH,20250818,4.4771
600028.SH,20250815,4.4771
600028.SH,20250814,4.4771
600028.SH,20250813,4.4771
600028.SH,20250812,4.4771
600028.SH,20250811,4.4771
600028.SH,20250808,4.4771
600028.SH,20250807,4.4771
600028.SH,20250806,4.4771
600028.SH,20250805,4.4771
600028.SH,20250804,4.4771
600028.SH,20250801,4.4771
600028.SH,20250731,4.4771
600028.SH,20250730,4.4771
600028.SH,20250729,4.4771
600028.SH,20250728,4.4771
600028.SH,20250725,4.4771
600028.SH,20250724,4.4771
600028.SH,20250723,4.4771
600028.SH,20250722,4.4771
600028.SH,20250721,4.4771
600028.SH,20250718,4.4771
600028.SH,20250717,4.4771
600028.SH,20250716,4.4771
600028.SH,20250715,4.4771
600028.SH,20250714,4.4771
600028.SH,20250711,4.4771
600028.SH,20250710,4.4771
600028.SH,20250709,4.4771
600028.SH,20250708,4.4771
600028.SH,20250707,4.4771
600028.SH,20250704,4.4771
600028.SH,20250703,4.4771
600028.SH,20250702,4.4771
600028.SH,20250701,4.4771
600028.SH,20250630,4.4771
600028.SH,20250627,4.4771
600028.SH,20250626,4.4771
600028.SH,20250625,4.4771
600028.SH,20250624,4.4771
600028.SH,20250623,4.4771
600028.SH,20250620,4.4771
600028.SH,20250619,4.4771
600028.SH,20250618,4.4771
600028.SH,20250617,4.3719
600028.SH,20250616,4.3719
600028.SH,20250613,4.3719
600028.SH,20250612,4.3719
600028.SH,20250611,4.3719
600028.SH,20250610,4.3719
600028.SH,20250609,4.3719
600028.SH,20250606,4.3719
600028.SH,20250605,4.3719
600028.SH,20250604,4.3719
600028.SH,20250603,4.3719
600028.SH,20250530,4.3719
600028.SH,20250529,4.3719
600028.SH,20250528,4.3719
600028.SH,20250527,4.3719
600028.SH,20250526,4.3719
600028.SH,20250523,4.3719
600028.SH,20250522,4.3719
600028.SH,20250521,4.3719
600028.SH,20250520,4.3719
600028.SH,20250519,4.3719
600028.SH,20250516,4.3719
600028.SH,20250515,4.3719
600028.SH,20250514,4.3719
600028.SH,20250513,4.3719
600028.SH,20250512,4.3719
600028.SH,20250509,4.3719
600028.SH,20250508,4.3719
600028.SH,20250507,4.3719
600028.SH,20250506,4.3719
600028.SH,20250430,4.3719
600028.SH,20250429,4.3719
600028.SH,20250428,4.3719
600028.SH,20250425,4.3719
600028.SH,20250424,4.3719
600028.SH,20250423,4.3719
600028.SH,20250422,4.3719
600028.SH,20250421,4.3719
600028.SH,20250418,4.3719
600028.SH,20250417,4.3719
600028.SH,20250416,4.3719
600028.SH,20250415,4.3719
600028.SH,20250414,4.3719
600028.SH,20250411,4.3719
600028.SH,20250410,4.3719
600028.SH,20250409,4.3719
600028.SH,20250408,4.3719
600028.SH,20250407,4.3719
600028.SH,20250403,4.3719
600028.SH,20250402,4.3719
600028.SH,20250401,4.3719
600028.SH,20250331,4.3719
600028.SH,20250328,4.3719
600028.SH,20250327,4.3719
600028.SH,20250326,4.3719
600028.SH,20250325,4.3719
600028.SH,20250324,4.3719
600028.SH,20250321,4.3719
600028.SH,20250320,4.3719
600028.SH,20250319,4.3719
600028.SH,20250318,4.3719
600028.SH,20250317,4.3719
600028.SH,20250314,4.3719
600028.SH,20250313,4.3719
600028.SH,20250312,4.3719
600028.SH,20250311,4.3719
600028.SH,20250310,4.3719
600028.SH,20250307,4.3719
600028.SH,20250306,4.3719
600028.SH,20250305,4.3719
600028.SH,20250304,4.3719
600028.SH,20250303,4.3719
600028.SH,20250228,4.3719
600028.SH,20250227,4.3719
600028.SH,20250226,4.3719
600028.SH,20250225,4.3719
600028.SH,20250224,4.3719
600028.SH,20250221,4.3719
600028.SH,20250220,4.3719
600028.SH,20250219,4.3719
600028.SH,20250218,4.3719
600028.SH,20250217,4.3719
600028.SH,20250214,4.3719
600028.SH,20250213,4.3719
600028.SH,20250212,4.3719
600028.SH,20250211,4.3719
600028.SH,20250210,4.3719
600028.SH,20250207,4.3719
600028.SH,20250206,4.3719
600028.SH,20250205,4.3719
600028.SH,20250127,4.3719
600028.SH,20250124,4.3719
600028.SH,20250123,4.3719
600028.SH,20250122,4.3719
600028.SH,20250121,4.3719
600028.SH,20250120,4.3719
600028.SH,20250117,4.3719
600028.SH,20250116,4.3719
600028.SH,20250115,4.3719
600028.SH,20250114,4.3719
600028.SH,20250113,4.3719
600028.SH,20250110,4.3719
600028.SH,20250109,4.3719
600028.SH,20250108,4.3719
600028.SH,20250107,4.3719
600028.SH,20250106,4.3719
600028.SH,20250103,4.3719
600028.SH,20250102,4.3719
600028.SH,20241231,4.3719
600028.SH,20241230,4.3719
600028.SH,20241227,4.3719
600028.SH,20241226,4.3719
600028.SH,20241225,4.3719
600028.SH,20241224,4.3719
600028.SH,20241223,4.3719
600028.SH,20241220,4.3719
600028.SH,20241219,4.3719
600028.SH,20241218,4.3719
600028.SH,20241217,4.3719
600028.SH,20241216,4.3719
600028.SH,20241213,4.3719
600028.SH,20241212,4.3719
600028.SH,20241211,4.3719
600028.SH,20241210,4.3719
600028.SH,20241209,4.3719
600028.SH,20241206,4.3719
600028.SH,20241205,4.3719
600028.SH,20241204,4.3719
600028.SH,20241203,4.3719
600028.SH,20241202,4.3719
600028.SH,20241129,4.3719
600028.SH,20241128,4.3719
600028.SH,20241127,4.3719
600028.SH,20241126,4.3719
600028.SH,20241125,4.3719
600028.SH,20241122,4.3719
600028.SH,20241121,4.3719
600028.SH,20241120,4.3719
600028.SH,20241119,4.3719
600028.SH,20241118,4.3719
600028.SH,20241115,4.3719
600028.SH,20241114,4.3719
600028.SH,20241113,4.3719
600028.SH,20241112,4.3719
600028.SH,20241111,4.3719
600028.SH,20241108,4.3719
600028.SH,20241107,4.3719
600028.SH,20241106,4.3719
600028.SH,20241105,4.3719
600028.SH,20241104,4.3719
600028.SH,20241101,4.3719
600028.SH,20241031,4.3719
600028.SH,20241030,4.3719
600028.SH,20241029,4.3719
600028.SH,20241028,4.3719
600028.SH,20241025,4.3719
600028.SH,20241024,4.3719
600028.SH,20241023,4.3719
600028.SH,20241022,4.3719
600028.SH,20241021,4.3719
600028.SH,20241018,4.3719
600028.SH,20241017,4.3719
600028.SH,20241016,4.3719
600028.SH,20241015,4.3719
600028.SH,20241014,4.3719
600028.SH,20241011,4.3719
600028.SH,20241010,4.3719
600028.SH,20241009,4.3719
600028.SH,20241008,4.3719
600028.SH,20240930,4.3719
600028.SH,20240927,4.3719
600028.SH,20240926,4.3719
600028.SH,20240925,4.3719
600028.SH,20240924,4.3719
600028.SH,20240923,4.3719
600028.SH,20240920,4.3719
600028.SH,20240919,4.3719
600028.SH,20240918,4.3719
600028.SH,20240913,4.3719
600028.SH,20240912,4.2683
600028.SH,20240911,4.2683
600028.SH,20240910,4.2683
600028.SH,20240909,4.2683
600028.SH,20240906,4.2683
600028.SH,20240905,4.2683
600028.SH,20240904,4.2683
600028.SH,20240903,4.2683
600028.SH,20240902,4.2683
600028.SH,20240830,4.2683
600028.SH,20240829,4.2683
600028.SH,20240828,4.2683
600028.SH,20240827,4.2683
600028.SH,20240826,4.2683
600028.SH,20240823,4.2683
600028.SH,20240822,4.2683
600028.SH,20240821,4.2683
600028.SH,20240820,4.2683
600028.SH,20240819,4.2683
600028.SH,20240816,4.2683
600028.SH,20240815,4.2683
600028.SH,20240814,4.2683
600028.SH,20240813,4.2683
600028.SH,20240812,4.2683
600028.SH,20240809,4.2683
600028.SH,20240808,4.2683
600028.SH,20240807,4.2683
600028.SH,20240806,4.2683
600028.SH,20240805,4.2683
600028.SH,20240802,4.2683
600028.SH,20240801,4.2683
600028.SH,20240731,4.2683
600028.SH,20240730,4.2683
600028.SH,20240729,4.2683
600028.SH,20240726,4.2683
600028.SH,20240725,4.2683
600028.SH,20240724,4.2683
600028.SH,20240723,4.2683
600028.SH,20240722,4.2683
600028.SH,20240719,4.2683
600028.SH,20240718,4.2683
600028.SH,20240717,4.2683
600028.SH,20240716,4.2683
600028.SH,20240715,4.138
600028.SH,20240712,4.138
600028.SH,20240711,4.138
600028.SH,20240710,4.138
600028.SH,20240709,4.138
600028.SH,20240708,4.138
600028.SH,20240705,4.138
600028.SH,20240704,4.138
600028.SH,20240703,4.138
600028.SH,20240702,4.138
600028.SH,20240701,4.138
600028.SH,20240628,4.138
600028.SH,20240627,4.138
600028.SH,20240626,4.138
600028.SH,20240625,4.1381
600028.SH,20240624,4.138
600028.SH,20240621,4.138
600028.SH,20240620,4.138
600028.SH,20240619,4.138
600028.SH,20240618,4.138
600028.SH,20240617,4.138
600028.SH,20240614,4.138
600028.SH,20240613,4.138
600028.SH,20240612,4.138
600028.SH,20240611,4.138
600028.SH,20240607,4.138
600028.SH,20240606,4.138
600028.SH,20240605,4.138
600028.SH,20240604,4.138
600028.SH,20240603,4.138
600028.SH,20240531,4.138
600028.SH,20240530,4.138
600028.SH,20240529,4.138
600028.SH,20240528,4.138
600028.SH,20240527,4.138
600028.SH,20240524,4.138
600028.SH,20240523,4.138
600028.SH,20240522,4.138
600028.SH,20240521,4.138
600028.SH,20240520,4.138
600028.SH,20240517,4.138
600028.SH,20240516,4.138
600028.SH,20240515,4.138
600028.SH,20240514,4.138
600028.SH,20240513,4.138
600028.SH,20240510,4.138
600028.SH,20240509,4.138
600028.SH,20240508,4.138
600028.SH,20240507,4.138
600028.SH,20240506,4.138
600028.SH,20240430,4.138
600028.SH,20240429,4.138
600028.SH,20240426,4.138
600028.SH,20240425,4.138
600028.SH,20240424,4.138
600028.SH,20240423,4.138
600028.SH,20240422,4.138
600028.SH,20240419,4.138
600028.SH,20240418,4.138
600028.SH,20240417,4.138
600028.SH,20240416,4.138
600028.SH,20240415,4.138
600028.SH,20240412,4.138
600028.SH,20240411,4.138
600028.SH,20240410,4.138
600028.SH,20240409,4.138
600028.SH,20240408,4.138
600028.SH,20240403,4.138
600028.SH,20240402,4.138
600028.SH,20240401,4.138
600028.SH,20240329,4.138
600028.SH,20240328,4.138
600028.SH,20240327,4.138
600028.SH,20240326,4.138
600028.SH,20240325,4.138
600028.SH,20240322,4.138
600028.SH,20240321,4.138
600028.SH,20240320,4.138
600028.SH,20240319,4.138
600028.SH,20240318,4.138
600028.SH,20240315,4.138
600028.SH,20240314,4.138
600028.SH,20240313,4.138
600028.SH,20240312,4.138
600028.SH,20240311,4.138
600028.SH,20240308,4.138
600028.SH,20240307,4.138
600028.SH,20240306,4.138
600028.SH,20240305,4.138
600028.SH,20240304,4.138
600028.SH,20240301,4.138
600028.SH,20240229,4.138
600028.SH,20240228,4.138
600028.SH,20240227,4.138
600028.SH,20240226,4.138
600028.SH,20240223,4.138
600028.SH,20240222,4.138
600028.SH,20240221,4.138
600028.SH,20240220,4.138
600028.SH,20240219,4.138
