ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
600104.SH,20260430,20260331,,,12.2153,12.0502,4.8406,3.553,15.3988,,,17769297651.57,1.217,1.0492,0.6816,1.7693,0.2299,1.7159,0.148,2857641080.16,5774580696.35,,,,357277609735.96,47416330470.32,168411158740.23,23721519198.03,245791131842.08,106721136198.33,19648286979.9,533254891388.92,217856810915.16,0.2632,26.1418,2.7825,18.9519,-0.4927,0.5023,,,3.1368,12.8279,87.1721,10.6925,3.0944,3.1169,6.1802,1.2509,-0.0713,97.9649,3.8482,4.1124,1.0098,,,0.6084,0.4578,0.8667,4.0392,2.4336,61.102,2.5708,3.1672,63.8096,36.1904,26.2052,31.5817,56.3534,85.8097,14.1903,0.065,1.5708,0.5243,1.7844,0.4289,1.4595,10.3615,0.0558,111.2946,1.8312,0.3188,92891699297.7,3.8517,3.1169,97.9649,1.0098,,0.4578,23.0908,0.3788,,705.3546,11.193,9.2082,0.0934,,699.6731,-2.7317,0.567,-2.3181,0.5672,-0.314,0.6104,0.6104,-42.1035,2.9045
600104.SH,20260430,20260331,0.265,,12.2153,12.0502,4.8406,3.553,15.3988,250450620.59,2775566634.42,17769297651.57,1.217,1.0492,0.6816,1.7693,0.2299,1.7159,0.148,2857641080.16,5774580696.35,,5733747351.1527,6432655152.1627,357277609735.96,47416330470.32,168411158740.23,23721519198.03,245791131842.08,106721136198.33,19648286979.9,533254891388.92,217856810915.16,0.2632,26.1418,2.7825,18.9519,-0.4927,0.5023,0.4988,0.5596,3.1368,12.8279,87.1721,10.6925,3.0944,3.1169,6.1802,1.2509,-0.0713,97.9649,3.8482,4.1124,1.0098,1.01,0.9262,0.6084,0.4578,0.8667,4.0392,2.4336,61.102,2.5708,3.1672,63.8096,36.1904,,31.5817,56.3534,85.8097,14.1903,0.065,1.5708,0.5243,1.7844,0.4289,1.4595,10.3615,0.0558,111.2946,1.8312,0.3188,92891699297.7,3.8517,3.1169,97.9649,1.0098,0.9262,0.4578,23.0908,0.3788,,705.3546,11.193,9.2082,0.0934,-2.6,699.6731,-2.7317,0.567,-2.3181,0.5672,-0.314,0.6104,,,2.9045
600104.SH,20260402,20251231,0.885,0.885,57.0881,56.2102,4.8399,3.553,15.1356,2682908522.51,7422891747.83,65208118239.89,1.1969,1.0439,0.6645,8.5176,1.0713,7.8619,0.6845,532396368.59,26625916282.72,48271822038.92,-14452237129.6585,-55369317495.4185,376706520762.79,46192671694.56,176002707837.53,24956701225.15,244625669914.86,102485276755.08,23797591330.93,537308268993.34,214830780775.69,0.8791,25.9944,2.9844,18.6886,-4.0137,2.3162,-1.2572,-4.8167,2.6997,10.0918,89.9082,9.4698,2.6581,3.1845,6.1802,-0.0405,-0.8659,99.9189,3.8754,4.0573,3.4452,3.43,2.5306,2.7774,1.8196,3.3586,3.4452,2.7774,62.3721,2.6576,3.2683,64.877,35.123,,32.7564,55.6128,86.9038,13.0962,0.0659,1.6576,0.4989,1.6978,0.4085,1.3899,9.802,0.0573,90.8845,1.8196,1.0541,94339220804.84,3.7957,3.6251,98.9102,0.6747,0.1011,0.5723,1.2808,510.3448,510.3448,-50.1278,145.1008,136.9778,506.4535,237.2307,-50.4725,484.1849,4.5346,0.3201,3.8119,4.5657,5.2238,,,3.8119
600104.SH,20260402,20251231,,,57.0881,56.2102,4.8399,3.553,15.1356,,,65208118239.89,1.1969,1.0439,0.6645,8.5176,1.0713,7.8619,0.6845,532396368.59,26625916282.72,48271822038.92,,,376706520762.79,46192671694.56,176002707837.53,24956701225.15,244625669914.86,102485276755.08,23797591330.93,537308268993.34,214830780775.69,0.8791,25.9944,2.9844,18.6886,-4.0137,2.3162,,,2.6997,10.0918,89.9082,9.4698,2.6581,3.1845,6.1802,-0.0405,-0.8659,99.9189,3.8754,4.0573,3.4452,,,2.7774,1.8196,3.3586,3.4452,2.7774,62.3721,2.6576,3.2683,64.877,35.123,25.4763,32.7564,55.6128,86.9038,13.0962,0.0659,1.6576,0.4989,1.6978,0.4085,1.3899,9.802,0.0573,90.8845,1.8196,1.0541,94339220804.84,3.7957,3.6251,98.9102,0.6747,,0.5723,1.2808,510.3448,,-50.1278,145.1008,136.9778,506.4535,,-50.4725,484.1849,4.5346,0.3201,3.8119,4.5657,5.2238,-4.886,62.0797,3.8119
600104.SH,20251031,20250930,0.706,,40.7985,40.1229,4.8071,3.553,14.9589,978446124.49,7122421215.3,39484329501.07,1.169,1.0207,0.7148,6.2212,0.7855,5.6471,0.4938,-1508234696.51,17472345927.43,,18097953035.6521,-10075912848.7579,364722337775.12,46164363825.14,176251837369.34,-14600588986.07,237076510082.92,85569671825.92,-22469423417.35,531563595820.36,212800336436.95,0.7047,25.7082,2.7784,18.512,-0.418,1.52,1.5744,-0.8765,2.6016,8.5608,91.4392,8.7769,2.5585,3.0086,5.8665,-0.2435,-0.629,100.3216,3.4327,3.7255,2.7773,2.77,2.4418,1.8396,1.2634,2.3281,3.7031,2.4528,62.2992,2.6525,3.2563,62.816,37.184,25.1553,33.1572,55.5951,86.2556,13.7444,0.0631,1.6525,0.5033,1.6767,0.4038,1.3451,,0.0544,92.1734,1.6845,0.8529,94775890562.05,3.4767,3.2436,101.3922,0.7052,0.5726,0.3941,6.5318,17.2757,,72.0691,48.8966,48.2905,17.2776,578.58,70.8756,16.1713,3.3836,-1.5351,2.6693,8.9453,9.9078,17.0644,5.0594,0.9523
600104.SH,20251031,20250930,0.706,,40.7985,40.1229,4.8071,3.553,14.9589,978446124.49,7122421215.3,39484329501.07,1.169,1.0207,0.7148,6.2212,0.7855,5.6471,0.4938,-1508234696.51,17472345927.43,,18097953035.6521,-10075912848.7579,364722337775.12,46164363825.14,176251837369.34,-14600588986.07,237076510082.92,85569671825.92,-22469423417.35,531563595820.36,212800336436.95,0.7047,25.7082,2.7784,18.512,-0.418,1.52,1.5744,-0.8765,2.6016,8.5608,91.4392,8.7769,2.5585,3.0086,5.8665,-0.2435,-0.629,100.3216,3.4327,3.7255,2.7773,2.77,2.4418,1.8396,1.2634,2.3281,3.7031,2.4528,62.2992,2.6525,3.2563,62.816,37.184,,33.1572,55.5951,86.2556,13.7444,0.0631,1.6525,0.5033,1.6767,0.4038,1.3451,,0.0544,92.1734,1.6845,0.8529,94775890562.05,3.4767,3.2436,101.3922,0.7052,0.5726,0.3941,6.5318,17.2757,,72.0691,48.8966,48.2905,17.2776,578.58,70.8756,16.1713,3.3836,-1.5351,2.6693,8.9453,9.9078,,,0.9523
600104.SH,20250829,20250630,,,25.8816,25.428,4.8939,3.5285,14.6755,,,24473410788.42,1.1807,1.0252,0.7032,4.0603,0.5086,3.5868,0.3182,850273324.15,11405742247.93,22423660279.85,,,340525374238.06,45280155176.05,183411801723.47,-7621750235.72,236596591425.17,88139731205.51,44283551403.26,539851704332.04,210716731993.01,0.5199,25.5108,1.8174,18.204,-0.3915,0.9854,,,2.8263,8.3148,91.6852,8.3156,2.7767,2.8757,5.8894,-0.5953,-0.2726,99.7162,3.4517,3.8071,2.0638,,,1.2116,0.8837,1.6226,4.1276,2.4232,61.4933,2.597,3.2288,62.209,37.791,25.5598,33.9745,54.6992,85.6795,14.3205,0.0431,1.597,0.5188,1.61,0.4157,1.29,,0.037,95.4028,1.7674,0.6392,96262745261.71,3.5076,2.7283,99.7095,1.0197,,0.4656,10.8757,-9.0121,,85.8852,19.6819,19.6723,-9.2072,,85.893,-11.8957,2.5898,-3.2896,2.5898,5.2344,6.2258,13.4354,12.7878,3.0515
600104.SH,20250829,20250630,0.525,,25.8816,25.428,4.8939,3.5285,14.6755,586684312.29,5430825760.83,24473410788.42,1.1807,1.0252,0.7361,4.0603,0.5086,3.5868,0.3182,850273324.15,11405742247.93,22423660279.85,19288578321.8522,-3140539808.3978,339490584578.83,45280155176.05,184446591382.7,-6586960576.49,236596591425.17,88139731205.51,-10510723817.89,540886493991.27,210716731993.01,0.5199,25.5108,1.8174,18.204,-0.3915,0.9854,1.6664,-0.2713,2.8263,8.3148,91.6852,8.3156,2.7767,2.8757,5.8894,-0.5953,-0.2726,99.7162,3.4517,3.8071,2.0638,2.06,1.8626,1.2116,0.8837,1.6211,4.1276,2.4232,61.4933,2.597,3.2288,62.209,37.791,,34.1008,54.5946,85.6795,14.3205,0.0431,1.597,0.5188,1.601,0.4157,1.2827,,0.037,95.4028,1.7674,0.6392,96262745261.71,3.5076,2.7283,99.7095,1.0197,0.879,0.4656,10.8757,-9.0121,,85.8852,19.6819,19.6723,-9.2072,432.21,85.893,-11.8957,2.5898,-3.2896,2.5898,5.2344,6.2258,,,3.0515
600104.SH,20250430,20250331,0.264,,12.169,11.8943,4.8955,3.5285,14.5035,173551510.75,2849642548.01,11192697565.95,1.1874,1.0351,0.6819,1.9544,0.239,1.6829,0.1495,389193909.4,5403813871.16,,,,313623461695.03,44301390363.27,215006875444.54,21200832794.62,233821530343.26,90964172494.71,68989117147.39,569373024544.16,208725171214.64,0.2612,25.2283,0.3455,18.0319,-0.1997,0.4668,,,2.9092,8.1295,91.8705,8.9367,2.8435,3.0418,5.9237,-0.2306,-0.0103,99.7237,3.45,3.8363,1.0427,1.04,0.9829,0.5735,0.4251,0.7651,4.1708,2.294,61.7851,2.6168,3.2498,62.1611,37.8389,25.2154,37.762,51.2889,84.7316,15.2684,0.0082,1.6168,0.5097,1.3582,0.4081,1.0875,11.0289,0.007,99.839,1.7004,0.3209,96121894971.86,3.5158,3.0418,99.7237,1.0427,0.9829,0.4251,2.9051,11.8644,,187.9806,53.4781,46.0639,11.4013,34.38,187.9825,10.3766,1.4537,-3.1182,1.454,-1.5458,-0.9381,-0.9381,1214.5463,0.9284
600104.SH,20250430,20250331,0.264,,12.169,11.8943,4.8955,3.5285,14.5035,173551510.75,2849642548.01,11192697565.95,1.1874,1.0351,0.7121,1.9544,0.239,1.6829,0.1495,389193909.4,5403813871.16,,-24427459329.7981,-26206029537.7181,313623461695.03,44301390363.27,215006875444.54,21200832794.62,233821530343.26,90964172494.71,25565149136.59,569373024544.16,208725171214.64,0.2612,25.2283,0.3455,18.0319,-0.1997,0.4668,-2.1103,-2.264,2.9092,8.1295,91.8705,8.9367,2.8435,3.0418,5.9237,-0.2306,-0.0103,99.7237,3.45,3.8363,1.0427,1.04,0.9829,0.5735,0.4251,0.7651,4.1708,2.294,61.7851,2.6168,3.2498,62.1611,37.8389,,37.762,51.2889,84.7316,15.2684,0.0082,1.6168,0.5097,1.3582,0.4081,1.0875,11.0289,0.007,99.839,1.7004,0.3209,96121894971.86,3.5158,3.0418,99.7237,1.0427,0.9829,0.4251,2.9051,11.8644,,187.9806,53.4781,46.0639,11.4013,34.38,187.9825,10.3766,1.4537,-3.1182,1.454,-1.5458,-0.9381,,,0.9284
